1-·ÉÐÐÊ±¼ät		2-fb_x		3-fb_y		4-fb_z		5-wx		6-wy		7-wz		
0.010000000	0.000000000	9.573314242	-0.087505380	0.000063152	0.000036461	-0.000188905	
0.020000000	0.000000000	9.573314246	-0.087505666	0.000063151	0.000036461	-0.000188905	
0.030000000	0.000000000	9.573314250	-0.087505953	0.000063151	0.000036461	-0.000188905	
0.040000000	0.000000000	9.573314253	-0.087506239	0.000063151	0.000036461	-0.000188905	
0.050000000	0.000000000	9.573314257	-0.087506525	0.000063151	0.000036461	-0.000188905	
0.060000000	0.000000000	9.573314261	-0.087506812	0.000063151	0.000036461	-0.000188905	
0.070000000	0.000000000	9.573314265	-0.087507098	0.000063151	0.000036461	-0.000188905	
0.080000000	0.000000000	9.573314268	-0.087507384	0.000063151	0.000036461	-0.000188905	
0.090000000	0.000000000	9.573314272	-0.087507670	0.000063151	0.000036462	-0.000188905	
0.100000000	0.000000000	9.573314276	-0.087507957	0.000063151	0.000036462	-0.000188905	
0.110000000	0.000000000	9.573314280	-0.087508243	0.000063151	0.000036462	-0.000188905	
0.120000000	0.000000000	9.573314283	-0.087508529	0.000063151	0.000036462	-0.000188905	
0.130000000	0.000000000	9.573314287	-0.087508816	0.000063151	0.000036462	-0.000188905	
0.140000000	0.000000000	9.573314291	-0.087509102	0.000063151	0.000036462	-0.000188905	
0.150000000	0.000000000	9.573314295	-0.087509388	0.000063151	0.000036462	-0.000188905	
0.160000000	0.000000000	9.573314298	-0.087509675	0.000063151	0.000036462	-0.000188905	
0.170000000	0.000000000	9.573314302	-0.087509961	0.000063150	0.000036462	-0.000188905	
0.180000000	0.000000000	9.573314306	-0.087510247	0.000063150	0.000036463	-0.000188905	
0.190000000	0.000000000	9.573314310	-0.087510534	0.000063150	0.000036463	-0.000188905	
0.200000000	0.000000000	9.573314313	-0.087510820	0.000063150	0.000036463	-0.000188905	
0.210000000	0.000000000	9.573314317	-0.087511106	0.000063150	0.000036463	-0.000188905	
0.220000000	0.000000000	9.573314321	-0.087511392	0.000063150	0.000036463	-0.000188905	
0.230000000	0.000000000	9.573314325	-0.087511679	0.000063150	0.000036463	-0.000188905	
0.240000000	0.000000000	9.573314328	-0.087511965	0.000063150	0.000036463	-0.000188905	
0.250000000	0.000000000	9.573314332	-0.087512251	0.000063150	0.000036463	-0.000188905	
0.260000000	0.000000000	9.573314336	-0.087512538	0.000063150	0.000036464	-0.000188905	
0.270000000	0.000000000	9.573314340	-0.087512824	0.000063150	0.000036464	-0.000188905	
0.280000000	0.000000000	9.573314343	-0.087513110	0.000063150	0.000036464	-0.000188905	
0.290000000	0.000000000	9.573314347	-0.087513397	0.000063150	0.000036464	-0.000188905	
0.300000000	0.000000000	9.573314351	-0.087513683	0.000063150	0.000036464	-0.000188905	
0.310000000	0.000000000	9.573314355	-0.087513969	0.000063150	0.000036464	-0.000188905	
0.320000000	0.000000000	9.573314358	-0.087514255	0.000063149	0.000036464	-0.000188905	
0.330000000	0.000000000	9.573314362	-0.087514542	0.000063149	0.000036464	-0.000188905	
0.340000000	0.000000000	9.573314366	-0.087514828	0.000063149	0.000036465	-0.000188905	
0.350000000	0.000000000	9.573314370	-0.087515114	0.000063149	0.000036465	-0.000188905	
0.360000000	0.000000000	9.573314373	-0.087515401	0.000063149	0.000036465	-0.000188905	
0.370000000	0.000000000	9.573314377	-0.087515687	0.000063149	0.000036465	-0.000188905	
0.380000000	0.000000000	9.573314381	-0.087515973	0.000063149	0.000036465	-0.000188905	
