1-time		2-纬度L		3-经度λ		4-高度h		5-velocity_x		6-velocity_y		7-velocity_z		
27.380000000		0.528770676		1.745328478		1008.713994783		1199.944461570		-0.107105577		0.005785032		
27.390000000		0.528771855		1.745327064		988.728937842		1200.085405600		-0.061794145		-0.047571645		
27.400000000		0.528773314		1.745330692		992.512348787		1200.036069166		0.201006846		-0.008997241		
27.410000000		0.528776124		1.745329941		1010.541712409		1200.068855495		0.031407515		-0.141047665		
27.420000000		0.528775401		1.745329817		1002.945617472		1199.988983724		-0.224339069		-0.001057271		
27.430000000		0.528782065		1.745324673		996.746389999		1199.976645188		0.064496993		0.013714507		
27.440000000		0.528781927		1.745329608		990.022492213		1199.955033705		-0.015060338		0.122361604		
27.450000000		0.528784011		1.745329665		988.060111061		1199.999417884		-0.040259186		-0.035754970		
27.460000000		0.528787804		1.745329316		989.010069409		1200.105169836		0.031170717		-0.067061323		
27.470000000		0.528788734		1.745326215		1007.470216531		1200.048233459		0.187950871		0.189805770		
27.480000000		0.528789780		1.745330562		1012.041465782		1200.112974076		0.042122537		-0.033584747		
27.490000000		0.528792544		1.745330166		1007.164322254		1200.092897730		-0.005875940		0.052417560		
27.500000000		0.528793295		1.745327857		997.230512916		1200.041501032		-0.020653029		-0.040380730		
27.510000000		0.528797615		1.745325141		1006.080651849		1199.976469375		-0.094709339		0.045236354		
27.520000000		0.528795963		1.745331935		1000.428470118		1199.908331888		-0.072533776		0.026567387		
27.530000000		0.528800413		1.745330436		1012.349670902		1199.831803084		0.049927820		-0.117635345		
27.540000000		0.528801411		1.745324933		1007.507688458		1199.944934139		0.087400517		-0.032949632		
27.550000000		0.528802356		1.745329231		1008.647487935		1199.947028835		0.276132979		0.016096179		
27.560000000		0.528807383		1.745329933		1008.093880990		1200.026044366		-0.059364527		-0.048353388		
27.570000000		0.528808179		1.745327291		1012.915915754		1199.904964562		0.000673627		-0.106663128		
27.580000000		0.528809756		1.745327337		1005.518045173		1200.025939107		0.158245488		-0.121349856		
27.590000000		0.528810482		1.745328834		1009.465569051		1199.860284123		-0.109129520		0.034831787		
27.600000000		0.528812739		1.745327010		1005.010879076		1200.100511179		0.045516341		-0.139203020		
27.610000000		0.528814486		1.745330318		1014.268635712		1200.071393188		-0.063214249		0.140766971		
27.620000000		0.528819089		1.745329909		998.150995434		1199.889348311		0.175741681		-0.009033483		
27.630000000		0.528815650		1.745331560		998.455315034		1199.953389509		0.088326204		-0.030344788		
27.640000000		0.528819261		1.745328444		994.887354071		1199.999084048		-0.037976242		-0.076976454		
27.650000000		0.528822607		1.745326924		992.696397723		1199.932715870		-0.183382680		-0.065906358		
27.660000000		0.528824255		1.745328373		1000.958878259		1199.934662101		0.057706012		0.059405065		
27.670000000		0.528825636		1.745332634		990.581737979		1199.976998264		0.015796429		0.068405884		
27.680000000		0.528826910		1.745331064		1011.989478115		1200.088636430		-0.113364502		0.037857190		
27.690000000		0.528827304		1.745325616		1006.597310894		1199.867444986		-0.128435352		-0.007653552		
27.700000000		0.528829903		1.745330160		1001.635965911		1199.953983635		-0.116732114		-0.114837241		
27.710000000		0.528834876		1.745328194		1010.793998202		1200.062702891		-0.017800307		0.106696280		
27.720000000		0.528834410		1.745331468		994.763337391		1200.078145999		0.087660029		0.062540495		
27.730000000		0.528834149		1.745328967		985.040514341		1200.064578559		0.036246234		-0.036258697		
27.740000000		0.528839686		1.745327918		1002.860115698		1199.704156048		0.148222974		0.014352529		
27.750000000		0.528840967		1.745327614		1006.173589529		1199.973547057		0.056003821		0.027765352		
27.760000000		0.528842785		1.745325358		1003.356187969		1200.061043272		0.111791467		0.024541431		
27.770000000		0.528845347		1.745329313		990.685399067		1200.024497042		0.020074731		-0.055699587		
27.780000000		0.528844871		1.745329212		990.208862065		1200.034258996		-0.043535195		0.153678380		
27.790000000		0.528847515		1.745326996		1005.570661597		1199.870687663		-0.098635637		-0.097463660		
27.800000000		0.528849555		1.745327900		1009.181397075		1199.977654456		0.051837110		0.035733207		
27.810000000		0.528851553		1.745331833		994.286193066		1199.867536854		0.202769950		0.111387885		
27.820000000		0.528853068		1.745330953		988.978578712		1199.948851821		-0.130003367		0.086231188		
27.830000000		0.528854169		1.745327383		1017.170350845		1199.901703825		-0.001187488		-0.043763521		
27.840000000		0.528854309		1.745327708		988.563597198		1200.164670053		0.068998492		0.036620952		
27.850000000		0.528861577		1.745327466		1001.534821476		1200.090431802		-0.084360968		0.093889022		
27.860000000		0.528861200		1.745326655		992.729168207		1199.984605870		0.158292387		-0.048252009		
27.870000000		0.528861369		1.745330874		991.742334369		1200.066033079		-0.041667382		0.199515383		
27.880000000		0.528865579		1.745324142		1007.033426914		1199.892296993		-0.019717988		-0.109636129		
27.890000000		0.528867854		1.745330990		986.136357107		1199.988975197		-0.053170567		-0.006645724		
27.900000000		0.528867641		1.745328869		1002.439071285		1200.010838200		0.187888679		0.026477411		
27.910000000		0.528869616		1.745330866		1020.495667078		1200.126585570		-0.154403613		-0.019354902		
27.920000000		0.528874668		1.745329381		993.099770999		1199.867426021		0.081750526		-0.154168832		
27.930000000		0.528873912		1.745327160		998.793788533		1200.152187052		0.055524880		0.001589348		
27.940000000		0.528877084		1.745325243		1006.695332832		1199.903684021		0.038295034		-0.100080037		
27.950000000		0.528879494		1.745329438		1009.888657156		1199.927984875		0.075262599		-0.137934706		
27.960000000		0.528880122		1.745330259		991.402852511		1199.985286575		0.188631200		0.092910524		
27.970000000		0.528882675		1.745332546		989.185572724		1199.866169564		0.025603260		-0.019191959		
27.980000000		0.528882767		1.745328911		988.793001254		1200.044485535		0.010580586		-0.167592044		
27.990000000		0.528884916		1.745329900		1013.514862963		1199.997454731		0.186625481		-0.002870647		
28.000000000		0.528888281		1.745328943		1005.341925233		1200.046561938		0.071210016		-0.035185561		
28.010000000		0.528889576		1.745327917		1000.570666178		1200.051129124		-0.089966266		-0.067902621		
28.020000000		0.528892475		1.745328407		982.948935374		1200.147788903		0.099014998		-0.067296103		
28.030000000		0.528895998		1.745327862		1010.268639914		1199.977764107		0.036465526		0.083380534		
28.040000000		0.528896524		1.745329673		997.854310808		1199.941836500		0.107593275		-0.040773793		
28.050000000		0.528896266		1.745327937		995.636881710		1199.883799019		0.078114566		0.095095438		
28.060000000		0.528901236		1.745328170		998.732293271		1200.002438356		0.107123108		0.036746093		
28.070000000		0.528901809		1.745329076		1013.395543324		1199.863367554		0.119290744		0.009749688		
28.080000000		0.528899666		1.745331992		994.030592879		1199.968116591		-0.106202470		-0.050605656		
28.090000000		0.528902046		1.745330196		1003.921218445		1199.905521717		-0.291191174		0.135193072		
28.100000000		0.528904684		1.745328254		1010.864341378		1199.949793203		-0.159933295		0.019087552		
28.110000000		0.528904223		1.745328278		1014.669527561		1199.749187424		0.033202045		-0.146186175		
28.120000000		0.528910745		1.745325931		995.267942751		1200.066288182		0.097541812		0.035859881		
28.130000000		0.528915311		1.745328673		996.583398635		1199.899633513		-0.051085113		0.204156236		
28.140000000		0.528913821		1.745331169		1008.361365347		1200.151003288		-0.189654006		0.157244636		
28.150000000		0.528915208		1.745329076		989.663796975		1199.926570943		-0.091320659		-0.063986590		
28.160000000		0.528917627		1.745328467		997.842316878		1199.968078605		-0.123510658		0.008597179		
28.170000000		0.528922058		1.745330060		998.866506247		1200.096463112		-0.103513497		-0.184266068		
28.180000000		0.528922973		1.745326955		1010.066385245		1199.962781420		-0.106932383		-0.017816589		
28.190000000		0.528923315		1.745328651		998.392685454		1199.844774377		0.029633415		0.046612022		
28.200000000		0.528928660		1.745327635		1001.385631341		1200.070296429		0.189788303		0.038088166		
28.210000000		0.528927346		1.745327714		985.711023259		1199.977187094		0.008105444		0.150902562		
28.220000000		0.528928320		1.745326062		996.361722455		1200.118926041		0.003382478		-0.125122593		
28.230000000		0.528932625		1.745327303		989.492107387		1200.033004424		-0.007272847		-0.069277798		
28.240000000		0.528935135		1.745330121		1007.307874656		1200.007448929		0.044791438		0.058891903		
28.250000000		0.528934594		1.745329273		1014.904672169		1199.939528238		-0.006511308		-0.109836619		
28.260000000		0.528938158		1.745326621		1011.537425053		1199.907090009		0.051289579		-0.049157614		
28.270000000		0.528940680		1.745329678		1012.560602283		1200.032765132		0.124378249		0.070364470		
28.280000000		0.528940138		1.745327748		1005.140181015		1199.891283267		-0.052230438		0.097060910		
28.290000000		0.528941199		1.745329452		981.082339409		1199.929242029		0.069456849		-0.211102726		
28.300000000		0.528945577		1.745328925		990.612704534		1199.961684269		0.147809753		-0.007102361		
28.310000000		0.528943960		1.745327367		1000.294586882		1200.040900772		0.034677665		-0.132761391		
28.320000000		0.528950170		1.745332076		1007.072792025		1199.833530117		-0.041439581		-0.013031637		
28.330000000		0.528951255		1.745327212		1007.782531841		1200.111888166		0.007208865		0.003023490		
28.340000000		0.528949884		1.745329126		990.607068232		1200.044455756		0.112856838		0.167541688		
28.350000000		0.528953461		1.745331757		996.708467939		1199.907082312		-0.001947326		-0.052898141		
28.360000000		0.528956063		1.745327951		1007.891724267		1199.868661463		0.178786669		0.066843838		
28.370000000		0.528956652		1.745330835		1006.298146269		1200.140065333		0.115011970		-0.083026994		
28.380000000		0.528957796		1.745328321		996.971287667		1199.928926297		0.177699945		0.039672729		
28.390000000		0.528960867		1.745325507		986.383689024		1199.982683483		0.035487347		0.143552533		
28.400000000		0.528965218		1.745330988		987.404861508		1200.031077453		0.237215670		-0.102183935		
28.410000000		0.528967306		1.745332669		998.856669137		1200.017540333		-0.059768315		-0.044873026		
28.420000000		0.528969708		1.745331334		1007.931142325		1199.859116960		-0.015688424		-0.008261935		
28.430000000		0.528972809		1.745330888		1000.860932987		1199.965967346		0.060831326		-0.051310151		
28.440000000		0.528972533		1.745332067		999.428389768		1200.197497631		-0.170001421		-0.093619569		
28.450000000		0.528971328		1.745329127		997.854628527		1200.079934628		-0.131846463		-0.030101190		
28.460000000		0.528976813		1.745329834		1008.489725035		1199.977167111		0.031633239		0.106582274		
28.470000000		0.528978319		1.745333038		992.764011348		1200.043467786		-0.099307718		0.019243588		
28.480000000		0.528976217		1.745326962		1009.785625867		1199.959971350		0.003415669		0.158777932		
28.490000000		0.528979393		1.745331665		995.249139934		1199.915459281		-0.141175110		-0.122402664		
28.500000000		0.528981606		1.745328706		996.259318511		1199.920701355		-0.037356202		0.099754362		
28.510000000		0.528984409		1.745329277		1007.953944417		1199.844712375		0.046859889		0.224345602		
28.520000000		0.528984386		1.745331448		1000.082618776		1200.043337318		0.022593496		0.077388056		
28.530000000		0.528990864		1.745329854		1011.648498660		1200.015021173		0.118801253		-0.084424982		
28.540000000		0.528988880		1.745328610		996.718467478		1199.920745465		0.228563306		0.077373527		
28.550000000		0.528991753		1.745323904		999.578757266		1200.153225516		0.078612490		-0.073446051		
28.560000000		0.528992364		1.745330028		992.512353731		1200.104543767		0.052535084		-0.116736920		
28.570000000		0.528997707		1.745327259		1013.283571454		1199.957555774		-0.114534983		0.073518809		
28.580000000		0.528998388		1.745329844		997.465726903		1199.900565187		0.045306287		0.058483957		
28.590000000		0.529000771		1.745328939		997.723952316		1199.870134283		0.046980162		-0.020834185		
28.600000000		0.528998894		1.745326893		1009.325679307		1200.087000656		-0.012950221		0.040311912		
28.610000000		0.529002563		1.745329918		993.187535924		1199.979653249		0.084240797		-0.039466747		
28.620000000		0.529005181		1.745329808		985.030075084		1200.023548582		0.034872052		-0.009298631		
28.630000000		0.529008343		1.745328604		989.944904558		1200.057432959		-0.140826523		0.078950304		
28.640000000		0.529011136		1.745327892		990.283089540		1200.015740929		0.142027678		0.059735107		
28.650000000		0.529009862		1.745327782		1015.583574583		1200.151630981		-0.024400206		0.079806766		
28.660000000		0.529012985		1.745328615		999.037728403		1199.994130163		0.070322371		-0.080144553		
28.670000000		0.529012277		1.745326246		994.195447160		1200.171167734		0.087737751		0.007321087		
28.680000000		0.529017608		1.745327228		984.682294593		1200.102911917		-0.042540933		-0.021346278		
28.690000000		0.529017817		1.745329473		1005.278493279		1200.207502691		0.179765502		0.049813412		
28.700000000		0.529018364		1.745327819		1004.239587254		1200.030378694		-0.230128951		-0.165029516		
28.710000000		0.529021914		1.745331242		990.318203708		1199.957987463		0.186671506		0.080636951		
28.720000000		0.529028723		1.745326843		997.749527136		1199.983223322		-0.126777976		-0.113916565		
28.730000000		0.529024835		1.745329257		996.984135715		1200.007216930		-0.189520335		-0.229701011		
28.740000000		0.529028989		1.745332421		1007.706464284		1199.905310607		-0.114742991		-0.047762157		
28.750000000		0.529028024		1.745327178		987.979895409		1199.893815378		0.154910715		-0.006064548		
28.760000000		0.529029816		1.745326550		1012.248884173		1200.070788680		-0.060872627		0.095062690		
28.770000000		0.529031173		1.745331854		1011.280870039		1200.196327771		-0.135008476		0.078985810		
28.780000000		0.529033769		1.745328028		1007.260125123		1199.989155146		-0.071492349		-0.054708278		
28.790000000		0.529038693		1.745325642		1000.111311529		1199.879441817		-0.068149210		0.198802177		
28.800000000		0.529038507		1.745330163		1023.080568913		1199.864184617		0.039071012		-0.152581341		
28.810000000		0.529042372		1.745328780		990.104247381		1200.033559019		0.021425478		0.050892174		
28.820000000		0.529042203		1.745328466		1014.377927925		1199.846438854		-0.036365669		0.064737328		
28.830000000		0.529045932		1.745335102		1008.742740768		1199.910004032		0.000117155		-0.017569617		
28.840000000		0.529049431		1.745326987		1004.324266689		1200.070068792		-0.087644621		-0.151672483		
28.850000000		0.529047741		1.745329767		993.380580271		1199.911355793		0.040554606		0.010255102		
28.860000000		0.529047046		1.745332426		988.699900846		1200.196913829		0.013979545		0.058553818		
28.870000000		0.529051107		1.745328087		1009.658385000		1200.122184270		-0.053520842		0.028817315		
28.880000000		0.529054584		1.745329314		975.179802299		1199.928005089		0.141691028		0.043517215		
28.890000000		0.529055810		1.745329583		1010.530062027		1199.934892537		0.332058994		0.056772781		
28.900000000		0.529059239		1.745329381		1001.624205075		1200.028688854		0.058192909		-0.004887024		
28.910000000		0.529060758		1.745333012		1010.973070396		1200.183852029		-0.235529594		0.047533827		
28.920000000		0.529062618		1.745328897		1011.951311178		1200.033476284		0.101979068		-0.223482736		
28.930000000		0.529063556		1.745331314		991.892147441		1199.944301685		-0.113964710		0.117591298		
28.940000000		0.529064846		1.745325997		1013.319029383		1199.873798218		0.019641091		-0.092782292		
28.950000000		0.529064305		1.745332238		999.326299636		1199.966333463		-0.000784815		0.072720782		
28.960000000		0.529066811		1.745326768		1003.714849307		1200.018840152		-0.057072690		0.103030118		
28.970000000		0.529070060		1.745328316		1000.347357859		1199.901068381		-0.066562958		-0.027849556		
28.980000000		0.529075271		1.745331313		1007.433032071		1199.892019570		0.100602300		0.019508553		
28.990000000		0.529074673		1.745329395		1016.227790352		1200.006745014		0.119702215		0.094940622		
29.000000000		0.529076027		1.745325691		989.708028127		1200.142719984		0.173060426		-0.150366390		
29.010000000		0.529081308		1.745325483		1006.049699959		1199.832427367		-0.161531407		0.007003793		
29.020000000		0.529084409		1.745327035		997.136933331		1199.903541712		-0.109009075		-0.074665728		
29.030000000		0.529083326		1.745328684		1003.511179441		1200.095205753		-0.107300347		0.011144821		
29.040000000		0.529085129		1.745328504		1011.600159478		1199.968364378		-0.099779874		-0.130257530		
29.050000000		0.529086535		1.745328758		1000.371620951		1200.151766766		-0.021662702		0.008206870		
29.060000000		0.529087604		1.745329273		989.172061252		1200.012802886		0.006108402		-0.232452303		
29.070000000		0.529087691		1.745328126		991.490301376		1200.250072980		-0.121378373		0.035214626		
29.080000000		0.529090300		1.745329697		994.153617750		1199.998003828		0.163830479		-0.024034326		
29.090000000		0.529097531		1.745329770		1022.862028095		1200.018185075		0.027824986		-0.123249871		
29.100000000		0.529095288		1.745327372		1005.868946659		1199.983570680		0.054563106		0.072433411		
29.110000000		0.529097938		1.745325067		993.284335311		1199.874928150		-0.092829245		0.062283827		
29.120000000		0.529098942		1.745325228		988.167756594		1200.102248048		0.143563155		0.141909662		
29.130000000		0.529102176		1.745328595		995.701581358		1200.103128690		0.100032396		-0.028514834		
29.140000000		0.529103960		1.745325859		984.043162424		1200.017239198		0.180299611		-0.180878851		
29.150000000		0.529104751		1.745330651		995.537637049		1200.033150264		-0.041805398		0.086511958		
29.160000000		0.529105276		1.745329262		1011.756071996		1200.129844356		-0.018767767		0.073643231		
29.170000000		0.529109525		1.745325845		1015.927984241		1200.007266078		-0.076867395		0.063980519		
29.180000000		0.529107738		1.745326243		999.916554598		1199.970753985		0.102646595		0.076973762		
29.190000000		0.529114880		1.745328964		1002.513961609		1199.970689148		0.109845844		0.156473335		
29.200000000		0.529116306		1.745329311		990.521171351		1199.939898494		0.127865700		-0.237082158		
29.210000000		0.529114907		1.745328543		1010.198992136		1200.015651060		0.031895480		0.019529353		
29.220000000		0.529116475		1.745328893		994.156244385		1199.882612431		-0.023760909		-0.114244968		
29.230000000		0.529119815		1.745327549		995.896531426		1200.226037687		-0.117888666		0.141769254		
29.240000000		0.529120330		1.745331470		986.935054478		1200.066339953		-0.171562495		-0.076762970		
29.250000000		0.529123623		1.745329874		989.834170314		1199.870080984		-0.016437584		0.081835323		
29.260000000		0.529125026		1.745328757		1008.124629112		1199.914943385		0.013778879		0.029258170		
29.270000000		0.529125263		1.745333362		999.445152634		1199.933642645		0.183389322		0.094962806		
29.280000000		0.529130015		1.745332044		1006.754268089		1199.998718578		-0.027867574		0.091652675		
29.290000000		0.529130324		1.745332177		999.606780251		1199.928989402		0.079437005		0.046454979		
29.300000000		0.529136240		1.745329810		974.174484872		1200.028994870		0.088999337		-0.071695785		
29.310000000		0.529136317		1.745330800		1008.585607018		1199.802216377		0.049485857		-0.125358886		
29.320000000		0.529137117		1.745326777		1002.563711011		1200.048086114		-0.054367724		-0.140892472		
29.330000000		0.529138506		1.745327771		1006.821161766		1199.958802272		0.120502108		0.103974176		
29.340000000		0.529140105		1.745327857		1010.655278737		1200.077616001		0.059826249		0.055441579		
29.350000000		0.529142613		1.745331434		1001.627793361		1200.143981713		0.020775519		0.067204480		
29.360000000		0.529147639		1.745327905		994.289579902		1199.964682414		0.155519347		0.093383753		
29.370000000		0.529146147		1.745330360		987.399608468		1200.105206314		-0.030083143		-0.280030960		
29.380000000		0.529146748		1.745328598		985.731889978		1199.923789130		0.069787837		0.082872198		
29.390000000		0.529152941		1.745327988		1014.847328928		1200.084136618		0.038219261		-0.131188274		
29.400000000		0.529152635		1.745331323		981.316481314		1200.032742619		0.053929237		-0.199717663		
29.410000000		0.529154150		1.745326721		999.849804070		1199.917526653		-0.005141115		0.085548183		
29.420000000		0.529154553		1.745330613		995.665570251		1200.064088684		-0.155538833		0.055141482		
29.430000000		0.529158590		1.745329892		1037.928950882		1200.073681639		-0.061789206		0.033675984		
29.440000000		0.529160988		1.745329673		1010.783100169		1200.004365522		-0.084090208		-0.174897846		
29.450000000		0.529162064		1.745330105		995.702500372		1200.070278797		-0.107681467		-0.022240932		
29.460000000		0.529165228		1.745327725		997.286118223		1199.872113333		0.125673267		0.053739108		
29.470000000		0.529164810		1.745332001		1017.457484715		1200.021762492		0.274361326		-0.025704239		
29.480000000		0.529167405		1.745328772		997.489557966		1200.129538536		-0.001487610		0.081776816		
29.490000000		0.529169309		1.745327122		993.692152376		1199.856228658		0.050682565		-0.025250512		
29.500000000		0.529172319		1.745331502		1007.572202742		1199.895859116		-0.117155870		-0.022020911		
29.510000000		0.529173986		1.745331770		1008.344520152		1200.174547793		-0.009760425		0.047238745		
29.520000000		0.529175575		1.745328357		983.640610335		1200.099258384		0.060017226		0.019315793		
29.530000000		0.529180230		1.745327167		1002.688233381		1200.252598584		0.044074670		0.016897253		
29.540000000		0.529178563		1.745330497		998.113161513		1200.094685596		0.128577387		0.086278287		
29.550000000		0.529182285		1.745330343		1020.123619647		1199.908026359		-0.052777129		-0.016046137		
29.560000000		0.529184022		1.745328336		1002.754371483		1200.063291283		-0.060457617		-0.028794001		
29.570000000		0.529183956		1.745329239		993.869702088		1200.101098229		0.116437591		-0.088231341		
29.580000000		0.529188155		1.745326066		1006.458785693		1200.054397398		-0.048320716		-0.003035620		
29.590000000		0.529189664		1.745328807		1000.574300193		1200.129440218		0.164289285		-0.044363209		
29.600000000		0.529191110		1.745329665		1019.681678762		1199.961747553		-0.062780523		-0.040534002		
29.610000000		0.529192368		1.745327528		1009.163520236		1200.008514210		0.134581574		-0.000343786		
29.620000000		0.529194188		1.745327238		1000.558983385		1199.911718115		-0.104700100		0.038675882		
29.630000000		0.529195117		1.745330420		1006.625331351		1199.838640237		0.130281334		-0.069786681		
29.640000000		0.529198567		1.745331682		988.591849570		1200.084949949		0.108925564		-0.097087932		
29.650000000		0.529196467		1.745328521		1006.599035727		1199.935556048		0.108034880		0.094384634		
29.660000000		0.529203690		1.745330446		995.845607936		1199.959650131		0.045206294		-0.207913394		
29.670000000		0.529203261		1.745330591		985.664751510		1199.788686774		-0.051638285		0.222140495		
29.680000000		0.529202358		1.745331533		1003.755306049		1199.893836940		-0.102182287		0.158814317		
29.690000000		0.529205029		1.745326232		1009.313328117		1199.774626516		0.145814699		0.187137818		
29.700000000		0.529209357		1.745326990		995.326830430		1199.958440966		0.188232916		0.099125884		
29.710000000		0.529210342		1.745331032		986.730065364		1200.081008074		0.004016369		-0.070195765		
29.720000000		0.529212017		1.745327905		999.734063135		1199.928546597		0.009425940		-0.089269764		
29.730000000		0.529219331		1.745327112		1012.266505462		1199.991578214		0.003355636		-0.036928573		
29.740000000		0.529216497		1.745326577		982.015444230		1199.938669672		-0.044702279		-0.076918967		
29.750000000		0.529216566		1.745329324		997.695041981		1199.952845940		0.111964552		0.017791948		
29.760000000		0.529222472		1.745328660		993.141345460		1199.907135459		0.125345258		0.111813813		
29.770000000		0.529222052		1.745330174		1006.553256790		1200.079333093		0.104997495		-0.014679580		
29.780000000		0.529223189		1.745330928		996.811807492		1200.153265418		-0.028910201		0.074265770		
29.790000000		0.529223167		1.745327666		997.857195923		1200.169491145		0.000308406		-0.014790324		
29.800000000		0.529228091		1.745329717		1000.223884814		1200.123166041		0.155167509		0.025629365		
29.810000000		0.529229107		1.745331725		1020.568918738		1199.801469467		0.041458413		-0.052947402		
29.820000000		0.529230087		1.745328962		993.965913254		1199.867161259		-0.128488767		-0.041447000		
29.830000000		0.529230373		1.745327285		1005.291301023		1199.990434321		0.182018917		0.023689629		
29.840000000		0.529237751		1.745328148		1020.348812176		1199.981837549		0.136478926		-0.017444854		
29.850000000		0.529240086		1.745328609		994.948476297		1199.929168974		0.082146554		-0.059215228		
29.860000000		0.529241666		1.745328396		1007.588486856		1199.980439587		-0.043927069		0.021343225		
29.870000000		0.529242071		1.745328947		984.620385991		1200.102681898		0.141727154		0.052977943		
29.880000000		0.529243516		1.745331155		994.638764720		1199.933690608		0.018282166		-0.048534061		
29.890000000		0.529246266		1.745330904		989.716782051		1200.072407324		0.034497452		0.089314090		
29.900000000		0.529247374		1.745328348		989.608291545		1200.022556632		-0.104624256		0.042087952		
29.910000000		0.529249882		1.745329065		995.639047750		1199.958269441		-0.068118778		-0.111358963		
29.920000000		0.529250981		1.745331021		1007.546167665		1200.169425828		-0.111013278		0.076560085		
29.930000000		0.529252128		1.745332117		999.394824718		1200.029801861		0.085037560		-0.085604538		
29.940000000		0.529253632		1.745328702		1002.914219568		1199.838038902		0.066622787		-0.036544524		
29.950000000		0.529255320		1.745328224		987.871566473		1199.963808983		-0.070596373		-0.039216809		
29.960000000		0.529258699		1.745328975		994.299564456		1200.160448117		-0.114374218		-0.141934316		
29.970000000		0.529260830		1.745328259		1017.549796880		1200.012179663		0.167300272		-0.105879318		
29.980000000		0.529262481		1.745330042		1001.573602154		1199.954438445		0.073441589		-0.097460675		
29.990000000		0.529262210		1.745328973		989.103874128		1200.194558127		0.039919478		-0.058800253		
30.000000000		0.529270346		1.745328094		995.742203042		1200.024478155		0.038667489		-0.069712716		
30.010000000		0.529268338		1.745328625		985.623414782		1199.901531983		0.044436300		0.065709405		
30.020000000		0.529269398		1.745327779		1004.271910384		1199.884086257		-0.066928754		-0.135251460		
30.030000000		0.529273363		1.745331647		987.679611441		1200.100497343		-0.076298737		-0.003427264		
30.040000000		0.529270836		1.745331374		987.983250146		1199.901451686		-0.035244673		-0.224434661		
30.050000000		0.529275167		1.745326415		984.081934919		1199.875294955		0.041395620		0.070978263		
30.060000000		0.529276858		1.745330549		993.240241516		1199.943547275		-0.011342136		0.153135333		
30.070000000		0.529281194		1.745328195		991.436989127		1200.087074938		0.142690687		-0.013782291		
30.080000000		0.529280202		1.745329128		985.993338590		1200.059137726		0.082653822		0.214924572		
30.090000000		0.529282424		1.745329252		1023.016234826		1200.063273300		-0.181041306		0.053054315		
30.100000000		0.529285500		1.745329796		1002.554313238		1199.995449179		0.097520049		0.027622757		
30.110000000		0.529289876		1.745330654		1016.676633373		1199.926367313		0.099413279		0.051592778		
30.120000000		0.529288125		1.745328897		1006.556036965		1200.136373516		-0.058118572		0.000662903		
30.130000000		0.529290657		1.745329600		1013.404065944		1200.052959785		0.012784877		0.025341694		
30.140000000		0.529291473		1.745331091		995.986924262		1200.117681926		-0.117290578		0.168729953		
30.150000000		0.529293821		1.745331781		999.610701931		1199.953029426		0.031384473		-0.072333236		
30.160000000		0.529297503		1.745332361		1001.784200767		1199.890391327		0.086523999		0.133037730		
30.170000000		0.529297236		1.745329714		1010.729148832		1200.005071400		-0.133176013		0.081530731		
30.180000000		0.529299857		1.745331126		988.423673743		1199.986232084		-0.135771084		-0.009535675		
30.190000000		0.529301186		1.745330156		1017.864200703		1200.006835639		0.161864713		0.024001065		
30.200000000		0.529303873		1.745330191		1012.461387874		1200.051197872		0.202023435		-0.074505136		
30.210000000		0.529304968		1.745330357		991.643909803		1200.223659130		0.022715487		-0.133012747		
30.220000000		0.529307159		1.745329343		1002.101074505		1200.058222958		-0.058856550		-0.091030319		
30.230000000		0.529311111		1.745331589		992.692990220		1199.950506760		-0.017312402		0.287110888		
30.240000000		0.529309475		1.745327843		980.234111907		1200.207503596		0.111055548		-0.023183006		
30.250000000		0.529314864		1.745330324		998.396745968		1200.012630650		-0.031544058		0.163482575		
30.260000000		0.529314056		1.745330232		996.154026192		1199.979737297		0.004967791		-0.036263636		
30.270000000		0.529315785		1.745327362		990.044050351		1199.965026447		-0.072753631		0.207604683		
30.280000000		0.529318521		1.745325547		986.908649759		1200.117638047		-0.042743264		0.003709661		
30.290000000		0.529321878		1.745328049		986.478142253		1200.171456361		-0.069625881		-0.035767399		
30.300000000		0.529322059		1.745330255		988.069413117		1200.001653722		-0.063828829		-0.233730055		
30.310000000		0.529323270		1.745329876		996.810413796		1200.132966415		0.049258991		-0.009034684		
30.320000000		0.529324864		1.745327485		1001.090770453		1199.899334461		-0.126814301		-0.026904752		
30.330000000		0.529329450		1.745326281		1009.247115024		1200.185065627		-0.021186045		0.033200970		
30.340000000		0.529330873		1.745327948		1003.617565451		1199.935466505		-0.049651620		-0.024198726		
30.350000000		0.529333669		1.745330586		1016.140856608		1200.027877779		-0.130666822		0.021178271		
30.360000000		0.529336128		1.745328771		998.175615971		1199.908239266		-0.037833727		0.107614629		
30.370000000		0.529335667		1.745330185		1018.148447751		1199.984517145		-0.034745302		0.024766098		
30.380000000		0.529336816		1.745328966		1010.464315811		1200.106793047		0.063843942		-0.020294528		
30.390000000		0.529338506		1.745332648		1006.602170641		1200.035478457		-0.163110464		-0.085679495		
30.400000000		0.529341437		1.745329174		993.282531343		1199.926794737		0.326234425		-0.028839203		
30.410000000		0.529345539		1.745328127		989.152302660		1200.003220806		0.015365751		-0.080877977		
30.420000000		0.529345906		1.745326401		1001.268266705		1200.041354745		-0.013937673		0.025413983		
30.430000000		0.529347161		1.745326325		990.920843966		1200.115671149		0.027432785		0.117501151		
30.440000000		0.529349265		1.745330817		1020.445785582		1200.067188024		-0.074657884		0.080565300		
